name,type,start_time,duration,"ack","address","read","data"
"I2C","data",0.01540106,0.00003008,true,,,0xC0
"I2C","data",0.01544088,0.00003008,true,,,0x00
"I2C","stop",0.0154829,0.00000002,,,,
"I2C","start",0.01548656,0.00000002,,,,
"I2C","address",0.01548938,0.00003012,true,0x3F,false,
"I2C","data",0.01552924,0.0000301,true,,,0xC0
"I2C","data",0.01556908,0.0000301,true,,,0x0A
"I2C","stop",0.01561112,0.00000002,,,,
"I2C","start",0.01561478,0.00000002,,,,
"I2C","address",0.0156176,0.00003012,true,0x3F,false,
"I2C","data",0.01565746,0.0000301,true,,,0xC0
"I2C","data",0.01569728,0.00003008,true,,,0x00
"I2C","stop",0.0157393,0.00000002,,,,
"I2C","start",0.01574294,0.00000002,,,,
"I2C","address",0.01574576,0.00003012,true,0x3F,false,
"I2C","data",0.01578562,0.00003008,true,,,0xC0
"I2C","data",0.01582544,0.00003006,true,,,0x00
"I2C","stop",0.01586746,0.00000002,,,,
"I2C","start",0.0158711,0.00000002,,,,
"I2C","address",0.01587392,0.00003014,true,0x3F,false,
"I2C","data",0.0159138,0.00003008,true,,,0xC0
"I2C","data",0.01595362,0.00003008,true,,,0x00
"I2C","stop",0.01599564,0.00000002,,,,
"I2C","start",0.01599928,0.00000002,,,,
"I2C","address",0.0160021,0.00003012,true,0x3F,false,
"I2C","data",0.01604198,0.00003008,true,,,0xC0
"I2C","data",0.0160818,0.00003006,true,,,0x00
"I2C","stop",0.0161238,0.00000002,,,,
"I2C","start",0.01612746,0.00000002,,,,
"I2C","address",0.01613028,0.00003012,true,0x3F,false,
"I2C","data",0.01617014,0.0000301,true,,,0xC0
"I2C","data",0.01620996,0.00003008,true,,,0x00
"I2C","stop",0.016252,0.00000002,,,,
"I2C","start",0.01625564,0.00000002,,,,
"I2C","address",0.01625846,0.00003012,true,0x3F,false,
"I2C","data",0.01629834,0.0000301,true,,,0xC0
"I2C","data",0.01633816,0.00003008,true,,,0x00
"I2C","stop",0.01638018,0.00000002,,,,
"I2C","start",0.01638384,0.00000002,,,,
"I2C","address",0.01638666,0.00003012,true,0x3F,false,
"I2C","data",0.01642652,0.00003008,true,,,0xC0
"I2C","data",0.01646634,0.00003012,true,,,0x1A
"I2C","stop",0.0165084,0.00000002,,,,
"I2C","start",0.01651204,0.00000002,,,,
"I2C","address",0.01651486,0.00003012,true,0x3F,false,
"I2C","data",0.01655472,0.0000301,true,,,0xC0
"I2C","data",0.01659454,0.00003012,true,,,0x06
"I2C","stop",0.0166366,0.00000002,,,,
"I2C","start",0.01664024,0.00000002,,,,
"I2C","address",0.01664306,0.00003014,true,0x3F,false,
"I2C","data",0.01668294,0.00003008,true,,,0xC0
"I2C","data",0.01672274,0.00003012,true,,,0x1C
"I2C","stop",0.0167648,0.00000002,,,,
"I2C","start",0.01676846,0.00000002,,,,
"I2C","address",0.01677128,0.00003012,true,0x3F,false,
"I2C","data",0.01681114,0.00003008,true,,,0xC0
"I2C","data",0.01685096,0.0000301,true,,,0x0A
"I2C","stop",0.01689302,0.00000002,,,,
"I2C","start",0.01689666,0.00000002,,,,
"I2C","address",0.01689948,0.00003014,true,0x3F,false,
"I2C","data",0.01693936,0.0000301,true,,,0xC0
"I2C","data",0.01697918,0.00003014,true,,,0x1E
"I2C","stop",0.01702126,0.00000002,,,,
"I2C","start",0.0170249,0.00000002,,,,
"I2C","address",0.01702772,0.00003012,true,0x3F,false,
"I2C","data",0.0170676,0.00003008,true,,,0xC0
"I2C","data",0.01710742,0.0000301,true,,,0x12
"I2C","stop",0.01714946,0.00000002,,,,
"I2C","start",0.01715312,0.00000002,,,,
"I2C","address",0.01715594,0.00003014,true,0x3F,false,
"I2C","data",0.01719582,0.0000301,true,,,0xC0
"I2C","data",0.01723564,0.00003014,true,,,0x1E
"I2C","stop",0.01727772,0.00000002,,,,
"I2C","start",0.01728138,0.00000002,,,,
"I2C","address",0.0172842,0.00003012,true,0x3F,false,
"I2C","data",0.01732406,0.00003008,true,,,0xC0
"I2C","data",0.01736386,0.0000301,true,,,0x0C
"I2C","stop",0.0174059,0.00000002,,,,
"I2C","start",0.01740954,0.00000002,,,,
"I2C","address",0.01741236,0.00003014,true,0x3F,false,
"I2C","data",0.01745224,0.00003008,true,,,0xC0
"I2C","data",0.01749206,0.00003006,true,,,0x00
"I2C","stop",0.01753406,0.00000002,,,,
"I2C","start",0.01753772,0.00000002,,,,
"I2C","address",0.01754054,0.00003012,true,0x3F,false,
"I2C","data",0.0175804,0.0000301,true,,,0xC0
"I2C","data",0.01762022,0.00003008,true,,,0x00
"I2C","stop",0.01766226,0.00000002,,,,
"I2C","start",0.0176659,0.00000002,,,,
"I2C","address",0.01766872,0.00003014,true,0x3F,false,
"I2C","data",0.0177086,0.0000301,true,,,0xC0
"I2C","data",0.01774842,0.00003008,true,,,0x00
